"sex","region","year",Average monthly salary in the municipalities
"men","0584 Vadstena","2008",25300
"men","0584 Vadstena","2009",26500
"men","0584 Vadstena","2010",26800
"men","0584 Vadstena","2011",28000
"men","0584 Vadstena","2012",28100
"men","0584 Vadstena","2013",29000
"men","0584 Vadstena","2014",28400
"men","0584 Vadstena","2015",28200
"men","0584 Vadstena","2016",29900
"men","0584 Vadstena","2017",31000
"men","0584 Vadstena","2018",31600
"men","0584 Vadstena","2019",31800
"men","0584 Vadstena","2020",32900
"men","0586 Mjölby","2007",23500
"men","0586 Mjölby","2008",24700
"men","0586 Mjölby","2009",25300
"men","0586 Mjölby","2010",26100
"men","0586 Mjölby","2011",26300
"men","0586 Mjölby","2012",26700
"men","0586 Mjölby","2013",27700
"men","0586 Mjölby","2014",28700
"men","0586 Mjölby","2015",29300
"men","0586 Mjölby","2016",30200
"men","0586 Mjölby","2017",31000
"men","0586 Mjölby","2018",31800
"men","0586 Mjölby","2019",32700
"men","0586 Mjölby","2020",33500
"men","0604 Aneby","2007",24700
"men","0604 Aneby","2008",25800
"men","0604 Aneby","2009",27500
"men","0604 Aneby","2010",26500
"men","0604 Aneby","2011",27200
"men","0604 Aneby","2012",28000
"men","0604 Aneby","2013",29100
"men","0604 Aneby","2014",30700
"men","0604 Aneby","2015",30300
"men","0604 Aneby","2016",30500
"men","0604 Aneby","2017",32400
"men","0604 Aneby","2018",32000
"men","0604 Aneby","2019",32400
"men","0604 Aneby","2020",32200
"men","0617 Gnosjö","2007",24900
"men","0617 Gnosjö","2008",26300
"men","0617 Gnosjö","2009",26600
"men","0617 Gnosjö","2010",27200
"men","0617 Gnosjö","2011",27400
"men","0617 Gnosjö","2012",28100
"men","0617 Gnosjö","2013",29600
"men","0617 Gnosjö","2014",29700
"men","0617 Gnosjö","2015",30800
"men","0617 Gnosjö","2016",30700
"men","0617 Gnosjö","2017",31500
"men","0617 Gnosjö","2018",32600
"men","0617 Gnosjö","2019",33800
"men","0617 Gnosjö","2020",34000
"men","0642 Mullsjö","2007",23800
"men","0642 Mullsjö","2008",24700
"men","0642 Mullsjö","2009",25200
"men","0642 Mullsjö","2010",25600
"men","0642 Mullsjö","2011",25500
"men","0642 Mullsjö","2012",25600
"men","0642 Mullsjö","2013",27200
"men","0642 Mullsjö","2014",27000
"men","0642 Mullsjö","2015",28000
"men","0642 Mullsjö","2016",28700
"men","0642 Mullsjö","2017",30300
"men","0642 Mullsjö","2018",31000
"men","0642 Mullsjö","2019",31100
"men","0642 Mullsjö","2020",32700
"men","0643 Habo","2007",25100
"men","0643 Habo","2008",26100
"men","0643 Habo","2009",26100
"men","0643 Habo","2010",26700
"men","0643 Habo","2011",26900
"men","0643 Habo","2012",27200
"men","0643 Habo","2013",28200
"men","0643 Habo","2014",29200
"men","0643 Habo","2015",29200
"men","0643 Habo","2016",30000
"men","0643 Habo","2017",30900
"men","0643 Habo","2018",31700
"men","0643 Habo","2019",32700
"men","0643 Habo","2020",32800
"men","0662 Gislaved","2007",24200
"men","0662 Gislaved","2008",25500
"men","0662 Gislaved","2009",25900
"men","0662 Gislaved","2010",26200
"men","0662 Gislaved","2011",26300
"men","0662 Gislaved","2012",27100
"men","0662 Gislaved","2013",28100
"men","0662 Gislaved","2014",29000
"men","0662 Gislaved","2015",29400
"men","0662 Gislaved","2016",30000
"men","0662 Gislaved","2017",31000
"men","0662 Gislaved","2018",32000
"men","0662 Gislaved","2019",32700
"men","0662 Gislaved","2020",33700
"men","0665 Vaggeryd","2007",23600
"men","0665 Vaggeryd","2008",25000
"men","0665 Vaggeryd","2009",25700
"men","0665 Vaggeryd","2010",26500
"men","0665 Vaggeryd","2011",27200
"men","0665 Vaggeryd","2012",27200
"men","0665 Vaggeryd","2013",28000
"men","0665 Vaggeryd","2014",29500
"men","0665 Vaggeryd","2015",30200
"men","0665 Vaggeryd","2016",31000
"men","0665 Vaggeryd","2017",31800
"men","0665 Vaggeryd","2018",32800
"men","0665 Vaggeryd","2019",32800
"men","0665 Vaggeryd","2020",33400
"men","0680 Jönköping","2007",23000
"men","0680 Jönköping","2008",24400
"men","0680 Jönköping","2009",25000
"men","0680 Jönköping","2010",25500
"men","0680 Jönköping","2011",25800
"men","0680 Jönköping","2012",26400
"men","0680 Jönköping","2013",27200
"men","0680 Jönköping","2014",27800
"men","0680 Jönköping","2015",28400
"men","0680 Jönköping","2016",29100
"men","0680 Jönköping","2017",29800
"men","0680 Jönköping","2018",30600
"men","0680 Jönköping","2019",31200
"men","0680 Jönköping","2020",32200
"men","0682 Nässjö","2007",23600
"men","0682 Nässjö","2008",24800
"men","0682 Nässjö","2009",25500
"men","0682 Nässjö","2010",25800
"men","0682 Nässjö","2011",26500
"men","0682 Nässjö","2012",26800
"men","0682 Nässjö","2013",27800
"men","0682 Nässjö","2014",28800
"men","0682 Nässjö","2015",29200
"men","0682 Nässjö","2016",30300
"men","0682 Nässjö","2017",31400
"men","0682 Nässjö","2018",32200
"men","0682 Nässjö","2019",33100
"men","0682 Nässjö","2020",33600
"men","0683 Värnamo","2007",24900
"men","0683 Värnamo","2008",25700
"men","0683 Värnamo","2009",26500
"men","0683 Värnamo","2010",26500
"men","0683 Värnamo","2011",27300
"men","0683 Värnamo","2012",27900
"men","0683 Värnamo","2013",29400
"men","0683 Värnamo","2014",30000
"men","0683 Värnamo","2015",30600
"men","0683 Värnamo","2016",31700
"men","0683 Värnamo","2017",32200
"men","0683 Värnamo","2018",32900
"men","0683 Värnamo","2019",33400
"men","0683 Värnamo","2020",34200
"men","0684 Sävsjö","2007",24500
"men","0684 Sävsjö","2008",25500
"men","0684 Sävsjö","2009",26400
"men","0684 Sävsjö","2010",26600
"men","0684 Sävsjö","2011",27200
"men","0684 Sävsjö","2012",28100
"men","0684 Sävsjö","2013",28800
"men","0684 Sävsjö","2014",29200
"men","0684 Sävsjö","2015",30000
"men","0684 Sävsjö","2016",30300
"men","0684 Sävsjö","2017",30600
"men","0684 Sävsjö","2018",31600
"men","0684 Sävsjö","2019",32100
"men","0684 Sävsjö","2020",33000
"men","0685 Vetlanda","2007",23800
"men","0685 Vetlanda","2008",24900
"men","0685 Vetlanda","2009",25200
"men","0685 Vetlanda","2010",25500
"men","0685 Vetlanda","2011",26300
"men","0685 Vetlanda","2012",27000
"men","0685 Vetlanda","2013",27900
"men","0685 Vetlanda","2014",28400
"men","0685 Vetlanda","2015",29100
"men","0685 Vetlanda","2016",29700
"men","0685 Vetlanda","2017",30500
"men","0685 Vetlanda","2018",31200
"men","0685 Vetlanda","2019",32100
"men","0685 Vetlanda","2020",32600
"men","0686 Eksjö","2007",23500
"men","0686 Eksjö","2008",24800
"men","0686 Eksjö","2009",25400
"men","0686 Eksjö","2010",24700
"men","0686 Eksjö","2011",25500
"men","0686 Eksjö","2012",26300
"men","0686 Eksjö","2013",27300
"men","0686 Eksjö","2014",28300
"men","0686 Eksjö","2015",28600
"men","0686 Eksjö","2016",29100
"men","0686 Eksjö","2017",29900
"men","0686 Eksjö","2018",30400
"men","0686 Eksjö","2019",30800
"men","0686 Eksjö","2020",31400
"men","0687 Tranås","2007",23000
"men","0687 Tranås","2008",24500
"men","0687 Tranås","2009",25300
"men","0687 Tranås","2010",25700
"men","0687 Tranås","2011",26100
"men","0687 Tranås","2012",27200
"men","0687 Tranås","2013",27700
"men","0687 Tranås","2014",28400
"men","0687 Tranås","2015",28700
"men","0687 Tranås","2016",30100
"men","0687 Tranås","2017",30300
"men","0687 Tranås","2018",30700
"men","0687 Tranås","2019",31500
"men","0687 Tranås","2020",32000
"men","0760 Uppvidinge","2007",25900
"men","0760 Uppvidinge","2008",26500
"men","0760 Uppvidinge","2009",26700
"men","0760 Uppvidinge","2010",27400
"men","0760 Uppvidinge","2011",27300
"men","0760 Uppvidinge","2012",27300
"men","0760 Uppvidinge","2013",28600
"men","0760 Uppvidinge","2014",29000
"men","0760 Uppvidinge","2015",28900
"men","0760 Uppvidinge","2016",29800
"men","0760 Uppvidinge","2017",30600
"men","0760 Uppvidinge","2018",30900
"men","0760 Uppvidinge","2019",31500
"men","0760 Uppvidinge","2020",32800
"men","0761 Lessebo","2007",24100
"men","0761 Lessebo","2008",24200
"men","0761 Lessebo","2009",24900
"men","0761 Lessebo","2010",25700
"men","0761 Lessebo","2011",26100
"men","0761 Lessebo","2012",27000
"men","0761 Lessebo","2013",27600
"men","0761 Lessebo","2014",27800
"men","0761 Lessebo","2015",27900
"men","0761 Lessebo","2016",29800
"men","0761 Lessebo","2017",29400
"men","0761 Lessebo","2018",29500
"men","0761 Lessebo","2019",30400
"men","0761 Lessebo","2020",31200
"men","0763 Tingsryd","2007",23600
"men","0763 Tingsryd","2008",25000
"men","0763 Tingsryd","2009",25500
"men","0763 Tingsryd","2010",25800
"men","0763 Tingsryd","2011",26100
"men","0763 Tingsryd","2012",26400
"men","0763 Tingsryd","2013",27300
"men","0763 Tingsryd","2014",27600
"men","0763 Tingsryd","2015",28600
"men","0763 Tingsryd","2016",28900
"men","0763 Tingsryd","2017",29100
"men","0763 Tingsryd","2018",29500
"men","0763 Tingsryd","2019",30800
"men","0763 Tingsryd","2020",31300
"men","0764 Alvesta","2007",24000
"men","0764 Alvesta","2008",24700
"men","0764 Alvesta","2009",25800
"men","0764 Alvesta","2010",26100
"men","0764 Alvesta","2011",26400
"men","0764 Alvesta","2012",27200
"men","0764 Alvesta","2013",27300
"men","0764 Alvesta","2014",28700
"men","0764 Alvesta","2015",29100
"men","0764 Alvesta","2016",29400
"men","0764 Alvesta","2017",30500
"men","0764 Alvesta","2018",31700
"men","0764 Alvesta","2019",32000
"men","0764 Alvesta","2020",32800
"men","0765 Älmhult","2007",24700
"men","0765 Älmhult","2008",25600
"men","0765 Älmhult","2009",26300
"men","0765 Älmhult","2010",26700
"men","0765 Älmhult","2011",27200
"men","0765 Älmhult","2012",28100
"men","0765 Älmhult","2013",28800
"men","0765 Älmhult","2014",28800
"men","0765 Älmhult","2015",29500
"men","0765 Älmhult","2016",30500
"men","0765 Älmhult","2017",31900
"men","0765 Älmhult","2018",32100
"men","0765 Älmhult","2019",32400
"men","0765 Älmhult","2020",33300
"men","0767 Markaryd","2007",25400
"men","0767 Markaryd","2008",26300
"men","0767 Markaryd","2009",26400
"men","0767 Markaryd","2010",26900
"men","0767 Markaryd","2011",27400
"men","0767 Markaryd","2012",28700
"men","0767 Markaryd","2013",29400
"men","0767 Markaryd","2014",30200
"men","0767 Markaryd","2015",30900
"men","0767 Markaryd","2016",31000
"men","0767 Markaryd","2017",31900
"men","0767 Markaryd","2018",32700
"men","0767 Markaryd","2019",33500
"men","0767 Markaryd","2020",34000
"men","0780 Växjö","2007",23600
"men","0780 Växjö","2008",24500
"men","0780 Växjö","2009",25300
"men","0780 Växjö","2010",25900
"men","0780 Växjö","2011",26300
"men","0780 Växjö","2012",26700
"men","0780 Växjö","2013",27600
"men","0780 Växjö","2014",28200
"men","0780 Växjö","2015",28600
"men","0780 Växjö","2016",29300
"men","0780 Växjö","2017",30000
"men","0780 Växjö","2018",30600
"men","0780 Växjö","2019",31200
"men","0780 Växjö","2020",32000
"men","0781 Ljungby","2007",23700
"men","0781 Ljungby","2008",24800
"men","0781 Ljungby","2009",25400
"men","0781 Ljungby","2010",26100
"men","0781 Ljungby","2011",26500
"men","0781 Ljungby","2012",27200
"men","0781 Ljungby","2013",27800
"men","0781 Ljungby","2014",28300
"men","0781 Ljungby","2015",29000
"men","0781 Ljungby","2016",29400
"men","0781 Ljungby","2017",30300
"men","0781 Ljungby","2018",30900
"men","0781 Ljungby","2019",31900
"men","0781 Ljungby","2020",32100
"men","0821 Högsby","2007",23100
"men","0821 Högsby","2008",23900
"men","0821 Högsby","2009",24900
"men","0821 Högsby","2010",25200
"men","0821 Högsby","2011",25700
"men","0821 Högsby","2012",24300
"men","0821 Högsby","2013",25500
"men","0821 Högsby","2014",26500
"men","0821 Högsby","2015",27100
"men","0821 Högsby","2016",27700
"men","0821 Högsby","2017",27800
"men","0821 Högsby","2018",28600
"men","0821 Högsby","2019",29800
"men","0821 Högsby","2020",30500
"men","0834 Torsås","2007",25100
"men","0834 Torsås","2008",26400
"men","0834 Torsås","2009",26700
"men","0834 Torsås","2010",27400
"men","0834 Torsås","2011",28200
"men","0834 Torsås","2012",28600
"men","0834 Torsås","2013",29200
"men","0834 Torsås","2014",29400
"men","0834 Torsås","2015",29900
"men","0834 Torsås","2016",29900
"men","0834 Torsås","2017",30400
"men","0834 Torsås","2018",32400
"men","0834 Torsås","2019",33400
"men","0834 Torsås","2020",32800
"men","0840 Mörbylånga","2007",22600
"men","0840 Mörbylånga","2008",23200
"men","0840 Mörbylånga","2009",22800
"men","0840 Mörbylånga","2010",23500
"men","0840 Mörbylånga","2011",25500
"men","0840 Mörbylånga","2012",26100
"men","0840 Mörbylånga","2013",26900
"men","0840 Mörbylånga","2014",27800
"men","0840 Mörbylånga","2015",28500
"men","0840 Mörbylånga","2016",29100
"men","0840 Mörbylånga","2017",29800
"men","0840 Mörbylånga","2018",30400
"men","0840 Mörbylånga","2019",30900
"men","0840 Mörbylånga","2020",31100
"men","0860 Hultsfred","2007",23700
"men","0860 Hultsfred","2008",24800
"men","0860 Hultsfred","2009",25400
"men","0860 Hultsfred","2010",25800
"men","0860 Hultsfred","2011",26400
"men","0860 Hultsfred","2012",27200
"men","0860 Hultsfred","2013",28500
"men","0860 Hultsfred","2014",29200
"men","0860 Hultsfred","2015",29000
"men","0860 Hultsfred","2016",29300
"men","0860 Hultsfred","2017",29300
"men","0860 Hultsfred","2018",29700
"men","0860 Hultsfred","2019",31000
"men","0860 Hultsfred","2020",31700
"men","0861 Mönsterås","2007",23000
"men","0861 Mönsterås","2008",24000
"men","0861 Mönsterås","2009",25000
"men","0861 Mönsterås","2010",25300
"men","0861 Mönsterås","2011",26500
"men","0861 Mönsterås","2012",26600
"men","0861 Mönsterås","2013",27900
"men","0861 Mönsterås","2014",28500
"men","0861 Mönsterås","2015",29500
"men","0861 Mönsterås","2016",30400
"men","0861 Mönsterås","2017",31000
"men","0861 Mönsterås","2018",30800
"men","0861 Mönsterås","2019",31400
"men","0861 Mönsterås","2020",32000
"men","0862 Emmaboda","2007",24300
"men","0862 Emmaboda","2008",25400
"men","0862 Emmaboda","2009",25800
"men","0862 Emmaboda","2010",26300
"men","0862 Emmaboda","2011",27000
"men","0862 Emmaboda","2012",27800
"men","0862 Emmaboda","2013",28400
"men","0862 Emmaboda","2014",29000
"men","0862 Emmaboda","2015",29900
"men","0862 Emmaboda","2016",29900
"men","0862 Emmaboda","2017",30800
"men","0862 Emmaboda","2018",31700
"men","0862 Emmaboda","2019",32300
"men","0862 Emmaboda","2020",33400
"men","0880 Kalmar","2007",23000
"men","0880 Kalmar","2008",24200
"men","0880 Kalmar","2009",24300
"men","0880 Kalmar","2010",24500
"men","0880 Kalmar","2011",25000
"men","0880 Kalmar","2012",26700
"men","0880 Kalmar","2013",27900
"men","0880 Kalmar","2014",28500
"men","0880 Kalmar","2015",29400
"men","0880 Kalmar","2016",30300
"men","0880 Kalmar","2017",30800
"men","0880 Kalmar","2018",31500
"men","0880 Kalmar","2019",32300
"men","0880 Kalmar","2020",32800
"men","0881 Nybro","2007",23100
"men","0881 Nybro","2008",24300
"men","0881 Nybro","2009",24900
"men","0881 Nybro","2010",25200
"men","0881 Nybro","2011",25900
"men","0881 Nybro","2012",26400
"men","0881 Nybro","2013",27200
"men","0881 Nybro","2014",27700
"men","0881 Nybro","2015",28300
"men","0881 Nybro","2016",28700
"men","0881 Nybro","2017",29700
"men","0881 Nybro","2018",29900
"men","0881 Nybro","2019",30600
"men","0881 Nybro","2020",31500
"men","0882 Oskarshamn","2007",23300
"men","0882 Oskarshamn","2008",24700
"men","0882 Oskarshamn","2009",25600
"men","0882 Oskarshamn","2010",26200
"men","0882 Oskarshamn","2011",26500
"men","0882 Oskarshamn","2012",27800
"men","0882 Oskarshamn","2013",28400
"men","0882 Oskarshamn","2014",29200
"men","0882 Oskarshamn","2015",30200
"men","0882 Oskarshamn","2016",31100
"men","0882 Oskarshamn","2017",32000
"men","0882 Oskarshamn","2018",32500
"men","0882 Oskarshamn","2019",32800
"men","0882 Oskarshamn","2020",33100
"men","0883 Västervik","2007",23200
"men","0883 Västervik","2008",24100
"men","0883 Västervik","2009",24900
"men","0883 Västervik","2010",25100
"men","0883 Västervik","2011",25700
"men","0883 Västervik","2012",26200
"men","0883 Västervik","2013",26800
"men","0883 Västervik","2014",27300
"men","0883 Västervik","2015",27600
"men","0883 Västervik","2016",28600
"men","0883 Västervik","2017",29100
"men","0883 Västervik","2018",29900
"men","0883 Västervik","2019",30200
"men","0883 Västervik","2020",30500
"men","0884 Vimmerby","2007",23700
"men","0884 Vimmerby","2008",24900
"men","0884 Vimmerby","2009",25700
"men","0884 Vimmerby","2010",25800
"men","0884 Vimmerby","2011",26600
"men","0884 Vimmerby","2012",26600
"men","0884 Vimmerby","2013",27300
"men","0884 Vimmerby","2014",28400
"men","0884 Vimmerby","2015",27900
"men","0884 Vimmerby","2016",28400
"men","0884 Vimmerby","2017",28900
"men","0884 Vimmerby","2018",29800
"men","0884 Vimmerby","2019",30000
